# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
-82.455574788 -1043.01345536 0.951572034028 88320 242970 104490 255735
-83.3982159384 -1039.72597391 0.615089003687 88038 243939 103682 258213
-84.3503493955 -1036.68854066 0.52589218762 88175 244547 108201 259593
-85.2813302592 -1033.92495705 0.749091046657 87434 244844 107460 261188
-86.2195047513 -1031.34939396 0.349271784225 86274 244837 90285 261367
-87.252939607 -1028.67809297 0.401101154207 85548 244839 97876 259034
-88.2384982406 -1026.38316012 0.278089298281 84703 245087 101438 259513
-89.2054678619 -1024.39467136 0.690832112232 84599 245320 91782 260591
-90.2286627721 -1022.42600844 0.165200590211 83871 245555 102244 258886
-91.1899556962 -1020.76674325 0.359572828272 82800 245693 92996 259669
-92.2042934967 -1019.08716244 0.769575025017 82054 245540 95933 258892
-93.2004027575 -1017.63837559 0.999788767764 81557 245410 92552 259185
-94.2162752066 -1016.29244746 0.746436752434 80789 244931 98871 258851
-95.1959462001 -1015.12956335 0.451507344992 80152 244846 101550 259261
-96.1617845643 -1014.06127736 0.324900467457 79548 245321 99896 259967
-97.1381231111 -1013.05855348 0.0532807334647 79092 245664 105590 261079
-98.0859782666 -1012.19747849 0.0601396767356 78862 246145 95190 263065
-99.0948774341 -1011.32412964 0.956271523443 78157 245909 106940 261269
-100.035963637 -1010.60090021 0.980513435333 77270 246248 102132 262552
-101.005433112 -1009.90862771 0.900924225143 76900 246507 108713 263357
-101.941488937 -1009.30253578 0.359746456521 76310 246902 98753 264268
-102.932976982 -1008.70796859 0.511677663545 75785 247113 98112 263186
-103.925792246 -1008.16014915 0.247191547051 74919 247020 95358 263308
-104.934244302 -1007.64120885 0.407772459225 74552 247301 105230 283348
-105.928938792 -1007.18381955 0.133433809483 74665 247532 109879 301785
-106.934862209 -1006.76567621 0.261115089637 73383 247449 124278 316232
-107.895646645 -1006.40127028 0.582583815978 72652 247687 126438 329608
-108.87050308 -1006.07739175 0.441384060616 72674 247736 141892 342472
-109.79691034 -1005.79701427 0.943704979251 72400 248289 135314 348520
-110.763730333 -1005.51971521 0.455388283666 71535 248198 133085 356832
-111.755271697 -1005.26063676 0.432162913683 71142 247798 125715 349150
-112.768313372 -1005.02409136 0.778620695119 70518 248089 127960 342180
-113.758374446 -1004.81672728 0.878633333832 69996 248648 125297 345033
-114.76621399 -1004.62092757 0.922438787425 69776 249041 103580 342693
-115.880449838 -1004.41288724 0.207168323913 68946 248756 105723 320587
-116.943402 -1004.24554695 0.795867107095 67839 248490 106891 322626
-118.00389989 -1004.09451741 0.811096018617 67328 248677 106551 323848
-119.068431549 -1003.95628768 0.993403272631 67770 249063 111932 323849
-120.104864196 -1003.82569001 0.488673967912 67668 249179 114394 329434
-121.138848432 -1003.70319869 0.646742519565 67202 249664 0 0
