# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
-51.520937411 -1325.23201891 0.84364822492 197005 422688 210179 541370
-52.4825256018 -1310.7626163 0.70245932031 195669 422970 183960 546499
-53.5447292473 -1294.17760923 0.703341359043 191825 422658 187579 531558
-54.5738385202 -1278.61782996 0.711907401954 190312 422484 195167 530651
-55.574013662 -1263.57289683 0.394537797081 187031 421458 210172 535027
-56.5272994584 -1249.6542461 0.481399149039 184495 420415 185456 541691
-57.5776365471 -1234.12763882 0.713128668003 182562 420228 201217 530076
-58.5554759068 -1220.66183633 0.489280680161 181491 419757 200833 535384
-59.5416888656 -1207.22178759 0.979190694155 179271 419421 188831 535014
-60.5707351153 -1193.08857847 0.191766011247 177847 419206 181264 530706
-61.6223965545 -1178.96890753 0.515377201364 175505 419554 205195 524789
-62.5792609666 -1167.11746673 0.778902563747 175004 419741 211509 537879
-63.5317375253 -1155.79188361 0.090418364981 173751 419951 199505 546055
-64.5366141146 -1144.41190139 0.271772610251 171405 420003 196724 537516
-65.5402531621 -1133.56452503 0.0399705070287 170843 420248 198763 537098
-66.5360607869 -1123.38686574 0.0467937827287 169863 420090 185510 536999
-67.5800463651 -1113.23736601 0.024574022228 168132 420748 204056 530376
-68.5483185884 -1104.7031628 0.231076677251 167934 421804 185397 540869
-69.597801414 -1095.8781264 0.153812451177 166357 422339 188497 531529
-70.6234760297 -1087.9923387 0.751127172533 165784 422701 185538 532096
-71.6608899954 -1080.37663012 0.53762524595 163787 422534 200130 530775
-72.6434982684 -1073.83092602 0.180357586453 162276 422893 187782 541313
-73.6846905255 -1067.51299376 0.397368215805 161900 423415 207813 532855
-74.6432087153 -1062.19912816 0.887756389647 160893 423982 211489 546206
-75.6066292119 -1057.30170299 0.677163043 159179 423707 211371 550186
-76.5756082672 -1052.68002958 0.601435473392 157963 424456 192803 551217
-77.6112425381 -1048.11450995 0.282642238291 157301 425222 212895 542514
-78.5650805409 -1044.33766408 0.629609916618 157052 426297 210867 553336
-79.5398401086 -1040.71550477 0.818092151554 155520 426486 223921 553732
-80.4715387761 -1037.61416968 0.0320308678815 153677 426504 225809 559144
-81.4040281891 -1034.81250781 0.634750727427 152925 427415 214049 562296
-82.3794572932 -1032.07101317 0.492801924551 151872 427600 207761 556417
-83.368827192 -1029.51893912 0.891578024744 150219 427908 208517 553148
-84.3513940665 -1027.16785405 0.649309124511 149116 428477 204550 552335
-85.3466504018 -1025.0088389 0.0790752480983 148110 428628 203512 550998
-86.3438078666 -1023.04107481 0.872175863394 147553 429081 185903 548947
-87.4019132892 -1021.10253476 0.979095389607 145509 429731 181250 539891
-88.4657309757 -1019.3259818 0.183986111328 145022 430076 183171 537306
-89.51889358 -1017.69757498 0.409964028786 143884 430059 199812 538171
-90.5123849061 -1016.34406645 0.979718668402 142389 430193 194990 546493
-91.5339841764 -1015.06356712 0.270092827725 141164 430222 193975 546480
-92.5592342384 -1013.89033213 0.406016943976 140468 430555 218069 545803
-93.4999782181 -1012.95837116 0.896188208528 138343 430697 192598 557833
-94.5448605261 -1011.99417381 0.109149766098 137160 429967 186058 545669
-95.5981360072 -1011.10099857 0.787183702464 136222 429954 195206 541310
-96.6122034465 -1010.33193108 0.15144228527 135297 429504 191721 542904
-97.6409922465 -1009.61729976 0.501773948517 134262 430225 205115 544350
-98.6239365281 -1008.99637436 0.646050104322 133199 430706 197182 553829
-99.6471416297 -1008.40090706 0.819549787701 132251 430880 215028 547192
-100.599866436 -1007.89338873 6.67306819224e-06 131184 430843 213422 558863
-101.573036019 -1007.42870432 0.9589108737 130332 430974 192048 560189
-102.622931779 -1006.95729383 0.906379029461 128832 430721 224753 559048
-103.558732231 -1006.58989657 0.751975511288 127698 430393 221716 577930
-104.528313202 -1006.23820317 0.834742099359 127031 430687 216709 582756
-105.520505918 -1005.90114214 0.968837538496 125817 431391 199890 593402
-106.583715781 -1005.57518532 0.347210816769 124964 430757 221478 614099
-107.598216138 -1005.29631861 0.139500956737 123936 431000 227046 620698
-108.602397516 -1005.05004711 0.628406101771 122645 429970 240166 625445
-109.570642963 -1004.83710723 0.78016935103 122110 430035 228419 638585
-110.5913594 -1004.62846014 0.136334795368 120437 429937 214102 626715
-111.645391475 -1004.43228479 0.22834865105 120010 430036 212761 612490
-112.687088204 -1004.25938134 0.822063528512 119424 429970 220056 611131
-113.702731914 -1004.10951671 0.965863462886 118742 430187 199219 618458
-114.798529912 -1003.95914174 0.223302542417 117453 430433 195017 598034
-115.884815067 -1003.82797905 0.713814484079 116709 429183 179653 592547
-117.021404325 -1003.70240519 0.0936456468139 114659 428019 178776 576066
-118.140947447 -1003.59059202 0.123443346348 113805 426030 0 0
