# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
-87.1487094761 -1027.37564536 0.426577505009 114522 329366 139948 387875
-88.160979253 -1025.15928211 0.701823154025 113584 329935 146998 391267
-89.147546769 -1023.20441368 0.156531899351 113333 330855 145682 395520
-90.1467641437 -1021.38730498 0.645672882487 112127 330611 141657 395558
-91.1638586525 -1019.71240889 0.55625574597 110582 331500 161359 395533
-92.0965827196 -1018.35040014 0.319508489933 110878 332097 145572 404345
-93.1104361215 -1016.9354497 0.158187223331 109787 332313 138806 398003
-94.1442858721 -1015.65477435 0.419459095261 108912 332448 136125 393643
-95.1832985896 -1014.44492638 0.757463693799 107825 332677 130264 393486
-96.249261551 -1013.32391266 0.946099657738 106870 332599 144394 391595
-97.2477857471 -1012.4066671 0.635017646887 105917 332441 147777 395633
-98.2380366676 -1011.56277088 0.894636994024 105292 332783 142491 398149
-99.2555894454 -1010.77417436 0.501377063725 104852 332924 146079 396800
-100.255131961 -1010.07380377 0.0539806238118 103780 332996 150254 397504
-101.237689506 -1009.43301098 0.987730961593 102832 333159 147822 400313
-102.235274072 -1008.83269374 0.412316842911 102552 333724 151499 401433
-103.218797235 -1008.29419894 0.91745252722 101587 334159 142248 414683
-104.263676828 -1007.75422167 0.516085133659 100520 334502 161931 436085
-105.25749746 -1007.30682268 0.316421628536 99518 334432 171305 448442
-106.232206827 -1006.91682584 0.813465227814 98577 334564 162338 449827
-107.244979086 -1006.53186058 0.306554835706 98897 334457 169476 453762
-108.234812666 -1006.18005279 0.860742622145 98375 334890 173579 467504
-109.22856313 -1005.85020938 0.0304054306404 96915 334561 176887 481376
-110.229339738 -1005.55222386 0.735469205722 96892 335050 196356 480636
-111.156627115 -1005.30911927 0.376870562956 96731 336133 182751 500832
-112.162251772 -1005.05927977 0.799586979918 95710 336532 168759 487617
-113.203708961 -1004.82282423 0.650629839083 95233 336440 172556 473593
-114.210237927 -1004.62104547 0.748462902571 94261 336594 150668 477548
-115.312235867 -1004.41446516 0.997182968219 93050 337139 150800 456012
-116.382470596 -1004.23843137 0.948801007155 92952 336988 140636 456221
-117.497603429 -1004.06240416 0.394786004801 92967 336784 145313 445663
-118.576318214 -1003.90730326 0.690223628164 92189 336157 137797 449861
-119.694870378 -1003.76180819 0.58472183237 90876 335979 147630 442173
-120.75822701 -1003.63845116 0.737265055619 90106 335623 0 0
